District,Season,Crop,Area (Ha),Production (Tonnes),Yield (Tonnes/Ha),bdod,cec,cfvo,clay,nitrogen,ocd,ocs,phh2o,sand,silt,soc,wv0010,wv0033,wv1500,Latitude,Longitude,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,latitude,longitude
Thiruvarur,Kharif,Sugarcane,1103,1772.54,1.61,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Turmeric,3590,8563.18,2.39,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Onion,4220,14652.96,3.47,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Tomato,1224,2957.87,2.42,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Chili,2310,4431.31,1.92,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Banana,3303,10503.58,3.18,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Coconut,3606,8776.17,2.43,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Black Gram,3796,8793.31,2.32,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Green Gram,600,2025.01,3.38,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Bengal Gram,1320,2693.8,2.04,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Brinjal,2597,7425.49,2.86,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Okra,3462,9684.02,2.8,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Tapioca,2158,5907.78,2.74,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Kharif,Horse Gram,4586,12405.55,2.71,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Rice,1249,1904.1,1.52,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Maize,2709,5073.78,1.87,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Sorghum,4744,11574.61,2.44,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Finger Millet,2268,6518.21,2.87,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Pearl Millet,3429,5051.82,1.47,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Foxtail Millet,2477,5335.46,2.15,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Groundnut,4869,15696.59,3.22,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Sunflower,966,1815.54,1.88,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Sesame,4489,7293.54,1.62,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Cotton,2173,4669.48,2.15,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Sugarcane,2233,5815.36,2.6,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Turmeric,3239,9164.63,2.83,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Onion,2803,7634.08,2.72,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Tomato,2378,6357.18,2.67,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Chili,1874,5539.72,2.96,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Banana,1444,4826.63,3.34,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Coconut,587,706.05,1.2,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Black Gram,1512,4002.1,2.65,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Green Gram,2878,7201.94,2.5,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Bengal Gram,3940,8812.39,2.24,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Brinjal,1735,5733.67,3.3,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Okra,2648,7784.69,2.94,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Tapioca,4637,8340.85,1.8,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Rabi,Horse Gram,1497,2508.09,1.68,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Rice,3688,5122.54,1.39,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Maize,2974,5804.65,1.95,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Sorghum,4287,13762.07,3.21,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Finger Millet,2418,3978.61,1.65,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Pearl Millet,1926,4781.69,2.48,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Foxtail Millet,4090,9911.85,2.42,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Groundnut,2780,5235.03,1.88,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Sunflower,2166,6606.89,3.05,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Sesame,1178,2931.2,2.49,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Cotton,4639,12894.62,2.78,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Sugarcane,2339,4437.95,1.9,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Turmeric,573,1080.61,1.89,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Onion,3142,6771.72,2.16,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Tomato,4929,10813.95,2.19,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Chili,2896,8446.25,2.92,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Banana,903,3138.41,3.48,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Coconut,2161,5895.78,2.73,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Black Gram,1411,1885.44,1.34,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Green Gram,4824,9633.81,2.0,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Bengal Gram,3205,5031.92,1.57,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Brinjal,1533,5328.98,3.48,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Okra,1738,3548.5,2.04,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Tapioca,1428,1731.12,1.21,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Thiruvarur,Summer,Horse Gram,3609,6745.86,1.87,131.5,295.5,68.66666666666667,354.0,207.0,206.5,53.0,67.66666666666667,312.0,334.0,439.5,369.3333333333333,307.3333333333333,209.83333333333334,10.76,79.83,19.140125,21.28040625,17.376718750000002,-6.65975,0.5579062499999999,10.76,79.83
Mayiladuthurai,Kharif,Rice,776,982.65,1.27,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Maize,898,2273.87,2.53,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Sorghum,2248,4445.82,1.98,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Finger Millet,4880,13436.34,2.75,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Pearl Millet,3049,4881.82,1.6,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Foxtail Millet,3223,6094.37,1.89,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Groundnut,3478,4394.6,1.26,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Sunflower,1285,2470.67,1.92,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Sesame,1752,5099.86,2.91,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Cotton,1325,3308.74,2.5,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Sugarcane,1144,3568.16,3.12,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Turmeric,713,928.84,1.3,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
Mayiladuthurai,Kharif,Onion,2180,3109.05,1.43,137.16666666666666,236.16666666666666,83.5,360.5,174.33333333333334,187.16666666666666,53.0,66.66666666666667,303.3333333333333,336.1666666666667,215.0,383.6666666666667,321.8333333333333,214.0,11.11,79.67,18.996812499999997,23.98678125,15.146562499999998,-6.585375000000001,0.10893750000000005,11.11,79.67
